,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
82,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,should held responsible forcing future stars exams during this fast spread,"['should', 'held', 'responsible', 'forcing', 'future', 'stars', 'exams', 'during', 'this', 'fast', 'spread']","['future', 'stars', 'spread']", gov’t held respons gov’t forc futur star sit exam fast spread…,True,['@imchandanRay'],[],[],0
87,"RT @divyaSi5087164: #cancelboardexam2021 
#internalassessment 
@SonuSood Amazing full from I've ever seen thank-you for supporting","RT @divyaSi5087164: #cancelboardexam2021 
#internalassessment 
@SonuSood Amazing full from I've ever seen thank-you for supporting",#cancelboardexam #internalassessment Amazing full from ever seen thank supporting,"['#', 'cancelboardexam', '#', 'internalassessment', 'Amazing', 'full', 'from', 'ever', 'seen', 'thank', 'supporting']","['cancelboardexam', 'internalassessment', 'Amazing', 'thank']", #cancelboardexam #internalassessment amaz full ever seen thank support,True,['@divyaSi5087164'],['@SonuSood'],"['#cancelboardexam2021', '#internalassessment']",0
98,"Here’s what can help the US soon see a Covid-19 ‘turnaround,’ Fauci says https://t.co/e2UgCcSLKP","Here’s what can help the US soon see a Covid-19 ‘turnaround,’ Fauci says ",Here what help soon Covid turnaround Fauci says,"['Here', 'what', 'help', 'soon', 'Covid', 'turnaround', 'Fauci', 'says']","['Covid', 'turnaround', 'Fauci']",here’ help us soon see covid  ‘turnaround ’ fauci say ,False,[],[],[],0
102,RT @latokens: Cities for the post-COVID future https://t.co/ZZkDhafdS3,RT @latokens: Cities for the post-COVID future ,Cities post COVID future,"['Cities', 'post', 'COVID', 'future']","['Cities', 'COVID', 'future']", citi post covid futur ,True,['@latokens'],[],[],0
103,"RT @Sambannz: Over 120 land rights defenders, lawyers representing PAPs and PAPs' leaders have been arbitrarily arrested by security forces…","RT @Sambannz: Over 120 land rights defenders, lawyers representing PAPs and PAPs' leaders have been arbitrarily arrested by security forces…",Over land rights defenders lawyers representing PAPs PAPs leaders have been arbitrarily arrested security forces,"['Over', 'land', 'rights', 'defenders', 'lawyers', 'representing', 'PAPs', 'PAPs', 'leaders', 'have', 'been', 'arbitrarily', 'arrested', 'security', 'forces']","['land', 'rights', 'defenders', 'lawyers', 'PAPs', 'PAPs', 'leaders', 'security', 'forces']",  land right defend lawyer repres pap pap leader arbitrarili arrest secur forces…,True,['@Sambannz'],[],[],0
112,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
120,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,should held responsible forcing future stars exams during this fast spread,"['should', 'held', 'responsible', 'forcing', 'future', 'stars', 'exams', 'during', 'this', 'fast', 'spread']","['future', 'stars', 'spread']", gov’t held respons gov’t forc futur star sit exam fast spread…,True,['@imchandanRay'],[],[],0
125,"RT @somyalakhani: ""IE walked through an area of 10 km — from #Haridwar railway station to Har ki Pauri &amp; ghats. There were no arrangements…","RT @somyalakhani: ""IE walked through an area of 10 km — from #Haridwar railway station to Har ki Pauri &amp; ghats. There were no arrangements…",walked through area from #Haridwar railway station Pauri ghats There were arrangements,"['walked', 'through', 'area', 'from', '#', 'Haridwar', 'railway', 'station', 'Pauri', 'ghats', 'There', 'were', 'arrangements']","['area', 'Haridwar', 'railway', 'station', 'Pauri', 'ghats', 'arrangements']", ie walk area  km — #haridwar railway station har ki pauri amp ghat arrangements…,True,['@somyalakhani'],[],['#Haridwar'],0
126,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
127,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
141,"RT @FebresJase: Unfinished Business 🥷🖤🤘🏽
.
. Officially announcing that I will be taking my covid year to continue playing at The Universit…","RT @FebresJase: Unfinished Business 🥷🖤🤘🏽
.
. Officially announcing that I will be taking my covid year to continue playing at The Universit…",Unfinished Business Officially announcing that will taking covid year continue playing Universit,"['Unfinished', 'Business', 'Officially', 'announcing', 'that', 'will', 'taking', 'covid', 'year', 'continue', 'playing', 'Universit']","['Unfinished', 'Business', 'Officially', 'year', 'Universit']", unfinish busi 🥷🖤🤘🏽 offici announc take covid year continu play universit…,True,['@FebresJase'],[],[],0
150,@inthebarberry @IncenseBerner @Newsweek @IntrovertAncom More laundry washing from Covid. More cleaning supplies fro… https://t.co/1lUMBuyxt0,@inthebarberry @IncenseBerner @Newsweek @IntrovertAncom More laundry washing from Covid. More cleaning supplies fro… ,More laundry washing from Covid More cleaning supplies,"['More', 'laundry', 'washing', 'from', 'Covid', 'More', 'cleaning', 'supplies']","['Covid', 'More', 'cleaning', 'supplies']", laundri wash covid clean suppli fro… ,False,[],"['@inthebarberry', '@IncenseBerner', '@Newsweek', '@IntrovertAncom']",[],0
156,"Brains destroyed by greed, consumerism and hedonism","Brains destroyed by greed, consumerism and hedonism",Brains destroyed greed consumerism hedonism,"['Brains', 'destroyed', 'greed', 'consumerism', 'hedonism']","['Brains', 'consumerism', 'hedonism']",brain destroy greed consumer hedon,False,[],[],[],0
159,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
171,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
185,RT @ZeeNewsEnglish: #Delhi Chief Minister #ArvindKejriwal appeals to the Centre to cancel the upcoming CBSE 2021 board exams following a sp…,RT @ZeeNewsEnglish: #Delhi Chief Minister #ArvindKejriwal appeals to the Centre to cancel the upcoming CBSE 2021 board exams following a sp…,#Delhi Chief Minister #ArvindKejriwal appeals Centre cancel upcoming CBSE board exams following,"['#', 'Delhi', 'Chief', 'Minister', '#', 'ArvindKejriwal', 'appeals', 'Centre', 'cancel', 'upcoming', 'CBSE', 'board', 'exams', 'following']","['Delhi', 'Chief', 'Minister', 'ArvindKejriwal', 'appeals', 'Centre', 'cancel', 'CBSE', 'board']", #delhi chief minist #arvindkejriwal appeal centr cancel upcom cbse  board exam follow sp…,True,['@ZeeNewsEnglish'],[],"['#Delhi', '#ArvindKejriwal']",0
187,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,should held responsible forcing future stars exams during this fast spread,"['should', 'held', 'responsible', 'forcing', 'future', 'stars', 'exams', 'during', 'this', 'fast', 'spread']","['future', 'stars', 'spread']", gov’t held respons gov’t forc futur star sit exam fast spread…,True,['@imchandanRay'],[],[],0
193,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
200,"RT @imchandanRay: Disheartened that Gov’t hasn't taken decision on the #boardexams2021 yet. 
Students making hue &amp; cry. Still no one ready…","RT @imchandanRay: Disheartened that Gov’t hasn't taken decision on the #boardexams2021 yet. 
Students making hue &amp; cry. Still no one ready…",Disheartened that hasn taken decision #boardexams Students making Still ready,"['Disheartened', 'that', 'hasn', 'taken', 'decision', '#', 'boardexams', 'Students', 'making', 'Still', 'ready']","['hasn', 'decision', 'Students']", dishearten gov’t taken decis #boardexams yet student make hue amp cri still one ready…,True,['@imchandanRay'],[],['#boardexams2021'],0
201,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
214,RT @latokens: Cities for the post-COVID future https://t.co/ZZkDhafdS3,RT @latokens: Cities for the post-COVID future ,Cities post COVID future,"['Cities', 'post', 'COVID', 'future']","['Cities', 'COVID', 'future']", citi post covid futur ,True,['@latokens'],[],[],0
226,"RT @RuchiraC: Excellent decision by @INCChhattisgarh! All district Congress offices in Chhattisgarh to be turned into COVID hospitals, if t…","RT @RuchiraC: Excellent decision by @INCChhattisgarh! All district Congress offices in Chhattisgarh to be turned into COVID hospitals, if t…",Excellent decision district Congress offices Chhattisgarh turned into COVID hospitals,"['Excellent', 'decision', 'district', 'Congress', 'offices', 'Chhattisgarh', 'turned', 'into', 'COVID', 'hospitals']","['decision', 'district', 'Congress', 'offices', 'Chhattisgarh', 'COVID', 'hospitals']", excel decis district congress offic chhattisgarh turn covid hospit t…,True,['@RuchiraC'],['@INCChhattisgarh'],[],0
231,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
233,"Every story has two aspects
This picture shows Naga Sadhus wearing masks😷 wait for taking a dip in the Ganga during… https://t.co/To9g586rLv","Every story has two aspects
This picture shows Naga Sadhus wearing masks😷 wait for taking a dip in the Ganga during… ",Every story aspects This picture shows Naga Sadhus wearing masks wait taking Ganga during,"['Every', 'story', 'aspects', 'This', 'picture', 'shows', 'Naga', 'Sadhus', 'wearing', 'masks', 'wait', 'taking', 'Ganga', 'during']","['story', 'picture', 'Naga', 'Sadhus', 'masks', 'Ganga']",everi stori two aspect pictur show naga sadhu wear masks😷 wait take dip ganga during… ,False,[],[],[],0
246,RT @ntdmagic: #hospitals #Mumbai  pls help .sir I m at Covid center ...my friends  mom needs ICU bed ....kaha pe bhi available nahi he mumb…,RT @ntdmagic: #hospitals #Mumbai  pls help .sir I m at Covid center ...my friends  mom needs ICU bed ....kaha pe bhi available nahi he mumb…,#hospitals #Mumbai help Covid center friends needs kaha available nahi mumb,"['#', 'hospitals', '#', 'Mumbai', 'help', 'Covid', 'center', 'friends', 'needs', 'kaha', 'available', 'nahi', 'mumb']","['hospitals', 'Mumbai', 'help', 'Covid', 'center', 'kaha', 'mumb']", #hospitals #mumbai pl help sir covid center friend mom need icu bed kaha pe bhi avail nahi mumb…,True,['@ntdmagic'],[],"['#hospitals', '#Mumbai']",0
255,RT @TheSun: WHO chiefs FINALLY call for a ban on wet markets over Covid outbreak https://t.co/51sPtHVHiH https://t.co/FGFPTfQQ7e,RT @TheSun: WHO chiefs FINALLY call for a ban on wet markets over Covid outbreak  ,chiefs FINALLY call markets over Covid outbreak,"['chiefs', 'FINALLY', 'call', 'markets', 'over', 'Covid', 'outbreak']","['chiefs', 'FINALLY', 'call', 'markets', 'Covid', 'outbreak']", chief final call ban wet market covid outbreak ,True,['@TheSun'],[],[],0
258,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
265,"RT @htdelhi: Stating that examination centers can emerge as COVID hotspots, Delhi CM @ArvindKejriwal urged the Centre to cancel the CBSE bo…","RT @htdelhi: Stating that examination centers can emerge as COVID hotspots, Delhi CM @ArvindKejriwal urged the Centre to cancel the CBSE bo…",Stating that examination centers emerge COVID hotspots Delhi urged Centre cancel CBSE,"['Stating', 'that', 'examination', 'centers', 'emerge', 'COVID', 'hotspots', 'Delhi', 'urged', 'Centre', 'cancel', 'CBSE']","['examination', 'centers', 'COVID', 'hotspots', 'Delhi', 'Centre', 'cancel', 'CBSE']", state examin center emerg covid hotspot delhi cm urg centr cancel cbse bo…,True,['@htdelhi'],['@ArvindKejriwal'],[],0
267,RT @Dailyaddaa: Delhi CM #ArvindKejriwal said the decision to conduct #BoardExams should be reconsidered in view of the rising number of #C…,RT @Dailyaddaa: Delhi CM #ArvindKejriwal said the decision to conduct #BoardExams should be reconsidered in view of the rising number of #C…,Delhi #ArvindKejriwal said decision conduct #BoardExams should reconsidered view rising number,"['Delhi', '#', 'ArvindKejriwal', 'said', 'decision', 'conduct', '#', 'BoardExams', 'should', 'reconsidered', 'view', 'rising', 'number']","['Delhi', 'ArvindKejriwal', 'decision', 'conduct', 'BoardExams', 'view', 'number']", delhi cm #arvindkejriwal said decis conduct #boardexams reconsid view rise number #c…,True,['@Dailyaddaa'],[],"['#ArvindKejriwal', '#BoardExams']",0
281,"RT @DailyExposeNews: BREAKING - 100 Doctors sign a letter warning of grave dangers of giving Children the CO VI D - 19 Jabs
https://t.co/nG…","RT @DailyExposeNews: BREAKING - 100 Doctors sign a letter warning of grave dangers of giving Children the CO VI D - 19 Jabs
",BREAKING Doctors sign letter warning grave dangers giving Children Jabs,"['BREAKING', 'Doctors', 'sign', 'letter', 'warning', 'grave', 'dangers', 'giving', 'Children', 'Jabs']","['BREAKING', 'Doctors', 'letter', 'grave', 'dangers', 'Children', 'Jabs']", break  doctor sign letter warn grave danger give children co vi  jab ,True,['@DailyExposeNews'],[],[],0
315,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
323,"RT @raghav_chadha: Delhi CM Sh. @ArvindKejriwal met with Chairman of Ganga Ram Hospital Prof. (Dr.) D. S. Rana, expressed concern over 37 d…","RT @raghav_chadha: Delhi CM Sh. @ArvindKejriwal met with Chairman of Ganga Ram Hospital Prof. (Dr.) D. S. Rana, expressed concern over 37 d…",Delhi with Chairman Ganga Hospital Prof Rana expressed concern over,"['Delhi', 'with', 'Chairman', 'Ganga', 'Hospital', 'Prof', 'Rana', 'expressed', 'concern', 'over']","['Delhi', 'Chairman', 'Ganga', 'Hospital', 'Prof', 'Rana', 'concern']", delhi cm sh met chairman ganga ram hospit prof dr rana express concern  d…,True,['@raghav_chadha'],['@ArvindKejriwal'],[],0
328,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,RT @imchandanRay: Gov’t should be held responsible. Why the Gov’t are forcing our future stars to sit for the exams during this fast-spread…,should held responsible forcing future stars exams during this fast spread,"['should', 'held', 'responsible', 'forcing', 'future', 'stars', 'exams', 'during', 'this', 'fast', 'spread']","['future', 'stars', 'spread']", gov’t held respons gov’t forc futur star sit exam fast spread…,True,['@imchandanRay'],[],[],0
335,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
342,"RT @RohanV: ""Over 48 hours, The Indian Express walked through an area of over 10 km — from the railway station in Haridwar, the iconic Har…","RT @RohanV: ""Over 48 hours, The Indian Express walked through an area of over 10 km — from the railway station in Haridwar, the iconic Har…",Over hours Indian Express walked through area over from railway station Haridwar iconic,"['Over', 'hours', 'Indian', 'Express', 'walked', 'through', 'area', 'over', 'from', 'railway', 'station', 'Haridwar', 'iconic']","['hours', 'Indian', 'Express', 'area', 'railway', 'station', 'Haridwar', 'iconic']",  hour indian express walk area  km — railway station haridwar icon har…,True,['@RohanV'],[],[],0
354,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
