,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
96,Don’t get me wrong. I’m not saying don’t get the vax. But excluding womxn from research and using white middle aged… https://t.co/8WPSL2xf9F,Don’t get me wrong. I’m not saying don’t get the vax. But excluding womxn from research and using white middle aged… ,wrong saying excluding womxn from research using white middle aged,"['wrong', 'saying', 'excluding', 'womxn', 'from', 'research', 'using', 'white', 'middle', 'aged']","['womxn', 'research', 'middle']",don’t get wrong i’m say don’t get vax exclud womxn research use white middl aged… ,False,[],[],[],1
104,"RT @caiwuunion: 🔥📢🚨Protest against Covid job cuts🔥🔴🚨
Cleaners are facing redundancies at @BroadgateLondon after concerns regarding exposure…","RT @caiwuunion: 🔥📢🚨Protest against Covid job cuts🔥🔴🚨
Cleaners are facing redundancies at @BroadgateLondon after concerns regarding exposure…",Protest against Covid cuts Cleaners facing redundancies after concerns regarding exposure,"['Protest', 'against', 'Covid', 'cuts', 'Cleaners', 'facing', 'redundancies', 'after', 'concerns', 'regarding', 'exposure']","['Protest', 'Covid', 'Cleaners', 'redundancies', 'concerns', 'exposure']", 🔥📢🚨protest covid job cuts🔥🔴🚨 cleaner face redund concern regard exposure…,True,['@caiwuunion'],['@BroadgateLondon'],[],1
124,RT @Tbig48: Parents stepping up for their kids: San Marcos teacher Alissa Piro caught berating students in leaked Zoom for their parents co…,RT @Tbig48: Parents stepping up for their kids: San Marcos teacher Alissa Piro caught berating students in leaked Zoom for their parents co…,Parents stepping their kids Marcos teacher Alissa Piro caught berating students leaked Zoom their parents,"['Parents', 'stepping', 'their', 'kids', 'Marcos', 'teacher', 'Alissa', 'Piro', 'caught', 'berating', 'students', 'leaked', 'Zoom', 'their', 'parents']","['Parents', 'kids', 'Marcos', 'Alissa', 'Piro', 'students', 'Zoom', 'parents']", parent step kid san marco teacher alissa piro caught berat student leak zoom parent co…,True,['@Tbig48'],[],[],1
151,"RT @NewsBFM: Malaysia confirmed 1,767 new Covid-19 cases today.

Sarawak recorded the highest number of infections with 607 cases, followed…","RT @NewsBFM: Malaysia confirmed 1,767 new Covid-19 cases today.

Sarawak recorded the highest number of infections with 607 cases, followed…",Malaysia confirmed Covid cases today Sarawak recorded highest number infections with cases followed,"['Malaysia', 'confirmed', 'Covid', 'cases', 'today', 'Sarawak', 'recorded', 'highest', 'number', 'infections', 'with', 'cases', 'followed']","['Malaysia', 'Covid', 'cases', 'today', 'Sarawak', 'number', 'infections', 'cases']", malaysia confirm   new covid  case today sarawak record highest number infect  case followed…,True,['@NewsBFM'],[],[],1
164,RT @priyankagandhi: Come on @cbseindia29 @DrRPNishank @narendramodi do the right thing!,RT @priyankagandhi: Come on @cbseindia29 @DrRPNishank @narendramodi do the right thing!,Come right thing,"['Come', 'right', 'thing']","['Come', 'thing']", come right thing ,True,['@priyankagandhi'],"['@cbseindia29', '@DrRPNishank', '@narendramodi']",[],1
181,"RT @woke_netizen07: A second postponement just shows how unplanned the Govt is for boards exams. COVID cases are rising, the medical infras…","RT @woke_netizen07: A second postponement just shows how unplanned the Govt is for boards exams. COVID cases are rising, the medical infras…",second postponement just shows unplanned Govt boards exams COVID cases rising medical infras,"['second', 'postponement', 'just', 'shows', 'unplanned', 'Govt', 'boards', 'exams', 'COVID', 'cases', 'rising', 'medical', 'infras']","['postponement', 'shows', 'Govt', 'boards', 'COVID', 'cases', 'infras']", second postpon show unplan govt board exam covid case rise medic infras…,True,['@woke_netizen07'],[],[],1
191,RT @nikifyinglife: “We will take care of your health once we come into power. But first put your health at risk by rallying for us in covid…,RT @nikifyinglife: “We will take care of your health once we come into power. But first put your health at risk by rallying for us in covid…,will take care your health once come into power first your health risk rallying covid,"['will', 'take', 'care', 'your', 'health', 'once', 'come', 'into', 'power', 'first', 'your', 'health', 'risk', 'rallying', 'covid']","['health', 'power', 'health', 'risk', 'covid']", “we take care health come power first put health risk ralli us covid…,True,['@nikifyinglife'],[],[],1
198,RT @campbellclaret: Johnson shows today he has no such qualms. If he can throw DC under a big red bus to detract attention from his own fai…,RT @campbellclaret: Johnson shows today he has no such qualms. If he can throw DC under a big red bus to detract attention from his own fai…,Johnson shows today such qualms throw under detract attention from,"['Johnson', 'shows', 'today', 'such', 'qualms', 'throw', 'under', 'detract', 'attention', 'from']","['Johnson', 'shows', 'today', 'qualms', 'attention']", johnson show today qualm throw dc big red bu detract attent fai…,True,['@campbellclaret'],[],[],1
205,"RT @Senator_Patrick: Regrettably for Australia, @ScottMorrisonMP just isn’t up to the job as PM. He hasn’t grown in office, he just spins i…","RT @Senator_Patrick: Regrettably for Australia, @ScottMorrisonMP just isn’t up to the job as PM. He hasn’t grown in office, he just spins i…",Regrettably Australia just hasn grown office just spins,"['Regrettably', 'Australia', 'just', 'hasn', 'grown', 'office', 'just', 'spins']","['Australia', 'office', 'spins']", regrett australia isn’t job pm hasn’t grown offic spin i…,True,['@Senator_Patrick'],['@ScottMorrisonMP'],[],1
206,Its ALL based on Fake Science .,Its ALL based on Fake Science .,based Fake Science,"['based', 'Fake', 'Science']","['Fake', 'Science']",base fake scienc ,False,[],[],[],1
209,"@Megan112a ""If you don't want your children vaccinated, then home school or find a private school""

Why should anyo… https://t.co/1ul5M2a6vj","@Megan112a ""If you don't want your children vaccinated, then home school or find a private school""

Why should anyo… ",want your children vaccinated then home school find private school should anyo,"['want', 'your', 'children', 'vaccinated', 'then', 'home', 'school', 'find', 'private', 'school', 'should', 'anyo']","['children', 'home', 'school', 'school']", want children vaccin home school find privat school anyo… ,False,[],['@Megan112a'],[],1
227,True,True,True,['True'],['True'],true,False,[],[],[],1
234,RT @rahulroushan: Latest mutant of Covid,RT @rahulroushan: Latest mutant of Covid,Latest mutant Covid,"['Latest', 'mutant', 'Covid']","['Latest', 'mutant', 'Covid']", latest mutant covid,True,['@rahulroushan'],[],[],1
240,RT @fp2p: How has Covid changed the picture on Aid/Development Jobs? @TomKirk07849337 on today's @fp2p https://t.co/UGqTFoUjrm via @fp2p,RT @fp2p: How has Covid changed the picture on Aid/Development Jobs? @TomKirk07849337 on today's @fp2p  via @fp2p,Covid changed picture Development Jobs today,"['Covid', 'changed', 'picture', 'Development', 'Jobs', 'today']","['Covid', 'picture', 'Development', 'Jobs', 'today']", covid chang pictur aid develop job today via ,True,['@fp2p'],"['@TomKirk07849337', '@fp2p', '@fp2p']",[],1
264,RT @lisa_proust: Sigh / why did Everyone fail math at school and cannot compare numbers &amp; determine which one is hugger &amp; which lower ??? h…,RT @lisa_proust: Sigh / why did Everyone fail math at school and cannot compare numbers &amp; determine which one is hugger &amp; which lower ??? h…,Sigh Everyone fail math school cannot compare numbers determine which hugger which lower,"['Sigh', 'Everyone', 'fail', 'math', 'school', 'can', 'not', 'compare', 'numbers', 'determine', 'which', 'hugger', 'which', 'lower']","['Sigh', 'Everyone', 'math', 'school', 'numbers', 'hugger']", sigh everyon fail math school cannot compar number amp determin one hugger amp lower h…,True,['@lisa_proust'],[],[],1
272,RT @ndtv: “Exam centres can become Covid hotspots. The health of children is of paramount importance to us. It is very important to cancel…,RT @ndtv: “Exam centres can become Covid hotspots. The health of children is of paramount importance to us. It is very important to cancel…,Exam centres become Covid hotspots health children paramount importance very important cancel,"['Exam', 'centres', 'become', 'Covid', 'hotspots', 'health', 'children', 'paramount', 'importance', 'very', 'important', 'cancel']","['Exam', 'Covid', 'health', 'children', 'importance', 'cancel']", “exam centr becom covid hotspot health children paramount import us import cancel…,True,['@ndtv'],[],[],1
277,"RT @TheSirRoy: Lets monitor ourselves to stay away from covid-19
#UCCSRCKOCC https://t.co/OmX0LPK46M","RT @TheSirRoy: Lets monitor ourselves to stay away from covid-19
#UCCSRCKOCC ",Lets monitor ourselves stay away from covid #UCCSRCKOCC,"['Lets', 'monitor', 'ourselves', 'stay', 'away', 'from', 'covid', '#', 'UCCSRCKOCC']","['Lets', 'UCCSRCKOCC']", let monitor stay away covid  #uccsrckocc ,True,['@TheSirRoy'],[],['#UCCSRCKOCC'],1
281,"RT @DailyExposeNews: BREAKING - 100 Doctors sign a letter warning of grave dangers of giving Children the CO VI D - 19 Jabs
https://t.co/nG…","RT @DailyExposeNews: BREAKING - 100 Doctors sign a letter warning of grave dangers of giving Children the CO VI D - 19 Jabs
",BREAKING Doctors sign letter warning grave dangers giving Children Jabs,"['BREAKING', 'Doctors', 'sign', 'letter', 'warning', 'grave', 'dangers', 'giving', 'Children', 'Jabs']","['BREAKING', 'Doctors', 'letter', 'grave', 'dangers', 'Children', 'Jabs']", break  doctor sign letter warn grave danger give children co vi  jab ,True,['@DailyExposeNews'],[],[],1
288,Covid-19 Protocol: FAAN Suspend Drivers From Picking Passengers At Airport Terminals https://t.co/CgsqEVB1om,Covid-19 Protocol: FAAN Suspend Drivers From Picking Passengers At Airport Terminals ,Covid Protocol FAAN Suspend Drivers From Picking Passengers Airport Terminals,"['Covid', 'Protocol', 'FAAN', 'Suspend', 'Drivers', 'From', 'Picking', 'Passengers', 'Airport', 'Terminals']","['Covid', 'Protocol', 'FAAN', 'Suspend', 'Drivers', 'From', 'Passengers', 'Airport', 'Terminals']",covid  protocol faan suspend driver pick passeng airport termin ,False,[],[],[],1
296,RT @iamareditz: #cancelboardexams2021“Exam centres can become Covid hotspots. The health of children is of paramount importance to us. It i…,RT @iamareditz: #cancelboardexams2021“Exam centres can become Covid hotspots. The health of children is of paramount importance to us. It i…,#cancelboardexams Exam centres become Covid hotspots health children paramount importance,"['#', 'cancelboardexams', 'Exam', 'centres', 'become', 'Covid', 'hotspots', 'health', 'children', 'paramount', 'importance']","['cancelboardexams', 'Exam', 'Covid', 'health', 'children', 'importance']", #cancelboardexams“exam centr becom covid hotspot health children paramount import us i…,True,['@iamareditz'],[],['#cancelboardexams2021'],1
298,"RT @cepr_org: 📢 This week: 73rd Economic Policy Panel
'The Economics of Covid-19'
📅 15 &amp; 16 April
Full Programme: https://t.co/WBfm31oItI…","RT @cepr_org: 📢 This week: 73rd Economic Policy Panel
'The Economics of Covid-19'
📅 15 &amp; 16 April
Full Programme: ",This week Economic Policy Panel Economics Covid April Full Programme,"['This', 'week', 'Economic', 'Policy', 'Panel', 'Economics', 'Covid', 'April', 'Full', 'Programme']","['week', 'Policy', 'Panel', 'Economics', 'Covid', 'April', 'Full', 'Programme']", 📢 week rd econom polici panel econom covid  📅  amp  april full programm ,True,['@cepr_org'],[],[],1
299,"RT @IainLJBrown: Covid-19 driven advances in automation and artificial intelligence risk exacerbating economic inequality - The BMJ

Read m…","RT @IainLJBrown: Covid-19 driven advances in automation and artificial intelligence risk exacerbating economic inequality - The BMJ

Read m…",Covid driven advances automation artificial intelligence risk exacerbating economic inequality Read,"['Covid', 'driven', 'advances', 'automation', 'artificial', 'intelligence', 'risk', 'exacerbating', 'economic', 'inequality', 'Read']","['Covid', 'driven', 'advances', 'intelligence', 'risk', 'inequality', 'Read']", covid  driven advanc autom artifici intellig risk exacerb econom inequ bmj read m…,True,['@IainLJBrown'],[],[],1
303,"20 new Covid-19 infections in Singapore, including first dormitory case since Feb 28 - TODAYonline https://t.co/sULK1bSrNs","20 new Covid-19 infections in Singapore, including first dormitory case since Feb 28 - TODAYonline ",Covid infections Singapore including first dormitory case since TODAYonline,"['Covid', 'infections', 'Singapore', 'including', 'first', 'dormitory', 'case', 'since', 'TODAYonline']","['Covid', 'infections', 'Singapore', 'dormitory', 'case', 'TODAYonline']", new covid  infect singapor includ first dormitori case sinc feb  todayonlin ,False,[],[],[],1
322,"@ElizabethBangs I predict a bounce
From the scenes I saw it will be in the number of cases of covid","@ElizabethBangs I predict a bounce
From the scenes I saw it will be in the number of cases of covid",predict bounce From scenes will number cases covid,"['predict', 'bounce', 'From', 'scenes', 'will', 'number', 'cases', 'covid']","['bounce', 'From', 'scenes', 'number', 'cases']", predict bounc scene saw number case covid,False,[],['@ElizabethBangs'],[],1
331,"RT @Leftylockdowns1: “For more than a year, [children] have suffered from irrational, unscientific and downright superstitious policies inf…","RT @Leftylockdowns1: “For more than a year, [children] have suffered from irrational, unscientific and downright superstitious policies inf…",more than year children have suffered from irrational unscientific downright superstitious policies,"['more', 'than', 'year', 'children', 'have', 'suffered', 'from', 'irrational', 'unscientific', 'downright', 'superstitious', 'policies']","['year', 'children', 'downright', 'policies']", “for year children suffer irrat unscientif downright superstiti polici inf…,True,['@Leftylockdowns1'],[],[],1
334,"RT @XHNews: It is important for low-income and emerging economies to have more access to COVID-19 vaccination, an International Monetary Fu…","RT @XHNews: It is important for low-income and emerging economies to have more access to COVID-19 vaccination, an International Monetary Fu…",important income emerging economies have more access COVID vaccination International Monetary,"['important', 'income', 'emerging', 'economies', 'have', 'more', 'access', 'COVID', 'vaccination', 'International', 'Monetary']","['income', 'economies', 'access', 'COVID', 'vaccination', 'International', 'Monetary']", import low incom emerg economi access covid  vaccin intern monetari fu…,True,['@XHNews'],[],[],1
353,"The Grief Crisis Is Coming: For each person who dies of Covid-19, experts say there are at least nine newly bereave… https://t.co/Zit6zp3EuT","The Grief Crisis Is Coming: For each person who dies of Covid-19, experts say there are at least nine newly bereave… ",Grief Crisis Coming each person dies Covid experts there least nine newly bereave,"['Grief', 'Crisis', 'Coming', 'each', 'person', 'dies', 'Covid', 'experts', 'there', 'least', 'nine', 'newly', 'bereave']","['Crisis', 'Coming', 'person', 'Covid', 'experts']",grief crisi come person die covid  expert say least nine newli bereave… ,False,[],[],[],1
355,"@Peterwithers17 Post viral syndromes have been doing the rounds forever. I've had ME for decades, now it's being ca… https://t.co/zVs3tsqsnv","@Peterwithers17 Post viral syndromes have been doing the rounds forever. I've had ME for decades, now it's being ca… ",Post viral syndromes have been doing rounds forever decades being,"['Post', 'viral', 'syndromes', 'have', 'been', 'doing', 'rounds', 'forever', 'decades', 'being']","['Post', 'syndromes', 'rounds', 'decades']", post viral syndrom round forev decad ca… ,False,[],['@Peterwithers17'],[],1
361,"@flukejameson @gregmelia @_JamieWhyte I’d agree, but people just don’t use them right. And I’m OK with the hands th… https://t.co/dSoTkt6tMx","@flukejameson @gregmelia @_JamieWhyte I’d agree, but people just don’t use them right. And I’m OK with the hands th… ",agree people just them right with hands,"['agree', 'people', 'just', 'them', 'right', 'with', 'hands']","['people', 'hands']", jamiewhyt i’d agre peopl don’t use right i’m ok hand th… ,False,[],"['@flukejameson', '@gregmelia']",[],1
376,"RT @JKJAVMY: People with haematological diseases are PRIORITY RECIPIENTS of the COVID-19 vaccine.
Please consult your doctor to determine v…","RT @JKJAVMY: People with haematological diseases are PRIORITY RECIPIENTS of the COVID-19 vaccine.
Please consult your doctor to determine v…",People with haematological diseases PRIORITY RECIPIENTS COVID vaccine Please consult your doctor determine,"['People', 'with', 'haematological', 'diseases', 'PRIORITY', 'RECIPIENTS', 'COVID', 'vaccine', 'Please', 'consult', 'your', 'doctor', 'determine']","['People', 'diseases', 'PRIORITY', 'RECIPIENTS', 'COVID', 'vaccine', 'Please', 'doctor', 'determine']", peopl haematolog diseas prioriti recipi covid  vaccin pleas consult doctor determin v…,True,['@JKJAVMY'],[],[],1
380,@Warren32867590 @LakeShowHoopsPH Who cares about ratings!! If your a fan you watch your team ... unprecedented time… https://t.co/j31W7rigQ0,@Warren32867590 @LakeShowHoopsPH Who cares about ratings!! If your a fan you watch your team ... unprecedented time… ,cares about ratings your watch your team unprecedented time,"['cares', 'about', 'ratings', 'your', 'watch', 'your', 'team', 'unprecedented', 'time']","['cares', 'ratings', 'watch', 'team', 'time']", care rate fan watch team unpreced time… ,False,[],"['@Warren32867590', '@LakeShowHoopsPH']",[],1
383,"RT @theseoulstory: Im Si Wan reportedly to have donated 40 million won to the Community Chest of Korea

Earlier this year, he also donated…","RT @theseoulstory: Im Si Wan reportedly to have donated 40 million won to the Community Chest of Korea

Earlier this year, he also donated…",reportedly have donated million Community Chest Korea Earlier this year also donated,"['reportedly', 'have', 'donated', 'million', 'Community', 'Chest', 'Korea', 'Earlier', 'this', 'year', 'also', 'donated']","['Community', 'Chest', 'Korea', 'year']", im si wan reportedli donat  million commun chest korea earlier year also donated…,True,['@theseoulstory'],[],[],1
385,"RT @CultFanIkkada: #Ceeded  and #UA lo 10Cr Mark daatestadi eroju tho🥳🥳🥳

Covid rampage lo, off beat cinematho ustaad rampage🥳🥳🥳🥳
#VakeelSa…","RT @CultFanIkkada: #Ceeded  and #UA lo 10Cr Mark daatestadi eroju tho🥳🥳🥳

Covid rampage lo, off beat cinematho ustaad rampage🥳🥳🥳🥳
#VakeelSa…",#Ceeded Mark daatestadi eroju Covid rampage beat cinematho ustaad rampage #VakeelSa,"['#', 'Ceeded', 'Mark', 'daatestadi', 'eroju', 'Covid', 'rampage', 'beat', 'cinematho', 'ustaad', 'rampage', '#', 'VakeelSa']","['Mark', 'daatestadi', 'eroju', 'Covid', 'rampage', 'rampage', 'VakeelSa']", #ceeded #ua lo cr mark daatestadi eroju tho🥳🥳🥳 covid rampag lo beat cinematho ustaad rampage🥳🥳🥳🥳 #vakeelsa…,True,['@CultFanIkkada'],[],"['#Ceeded', '#UA', '#VakeelSa']",1
391,"RT @mattwridley: ""Science, like journalism, should always follow the trail of evidence to wherever it leads"".

Fine article on how amateur…","RT @mattwridley: ""Science, like journalism, should always follow the trail of evidence to wherever it leads"".

Fine article on how amateur…",Science like journalism should always follow trail evidence wherever leads Fine article amateur,"['Science', 'like', 'journalism', 'should', 'always', 'follow', 'trail', 'evidence', 'wherever', 'leads', 'Fine', 'article', 'amateur']","['Science', 'journalism', 'trail', 'evidence', 'article', 'amateur']", scienc like journal alway follow trail evid wherev lead fine articl amateur…,True,['@mattwridley'],[],[],1
393,RT @shavtaj: Latest OBR forecast suggests UK economy will not return to pre-pandemic levels until well into 2022. @NEF estimate by end Sept…,RT @shavtaj: Latest OBR forecast suggests UK economy will not return to pre-pandemic levels until well into 2022. @NEF estimate by end Sept…,Latest forecast suggests economy will return pandemic levels until well into estimate Sept,"['Latest', 'forecast', 'suggests', 'economy', 'will', 'return', 'pandemic', 'levels', 'until', 'well', 'into', 'estimate', 'Sept']","['Latest', 'forecast', 'economy', 'levels', 'estimate', 'Sept']", latest obr forecast suggest uk economi return pre pandem level well  estim end sept…,True,['@shavtaj'],['@NEF'],[],1
404,"RT @aaamma___: It’s official now, Kick Out Covid 19 Campaign #UCCSRCKOCC https://t.co/Doc768E4PK","RT @aaamma___: It’s official now, Kick Out Covid 19 Campaign #UCCSRCKOCC ",official Kick Covid Campaign #UCCSRCKOCC,"['official', 'Kick', 'Covid', 'Campaign', '#', 'UCCSRCKOCC']","['Kick', 'Covid', 'Campaign', 'UCCSRCKOCC']", it’ offici kick covid  campaign #uccsrckocc ,True,['@aaamma___'],[],['#UCCSRCKOCC'],1
411,"Mombasa bus firms switch to courier service

Bus companies plying Mombasa-Nairobi have switched to courier services… https://t.co/H6ETOAFH1F","Mombasa bus firms switch to courier service

Bus companies plying Mombasa-Nairobi have switched to courier services… ",Mombasa firms switch courier service companies plying Mombasa Nairobi have switched courier services,"['Mombasa', 'firms', 'switch', 'courier', 'service', 'companies', 'plying', 'Mombasa', 'Nairobi', 'have', 'switched', 'courier', 'services']","['firms', 'service', 'companies', 'Mombasa', 'Nairobi', 'courier', 'services']",mombasa bu firm switch courier servic bu compani pli mombasa nairobi switch courier services… ,False,[],[],[],1
413,"RT @t_d_h_nair: Dedicating this video to Mr E Sreedharan who still believes BJP should be elected to power for ""development"". 
And let us r…","RT @t_d_h_nair: Dedicating this video to Mr E Sreedharan who still believes BJP should be elected to power for ""development"". 
And let us r…",Dedicating this video Sreedharan still believes should elected power development,"['Dedicating', 'this', 'video', 'Sreedharan', 'still', 'believes', 'should', 'elected', 'power', 'development']","['video', 'Sreedharan', 'power', 'development']", dedic video mr e sreedharan still believ bjp elect power develop let us r…,True,['@t_d_h_nair'],[],[],1
417,Ontario schools closing to in-person learning indefinitely as COVID-19 cases soar https://t.co/PQMfwk9JrP,Ontario schools closing to in-person learning indefinitely as COVID-19 cases soar ,Ontario schools closing person learning indefinitely COVID cases soar,"['Ontario', 'schools', 'closing', 'person', 'learning', 'indefinitely', 'COVID', 'cases', 'soar']","['Ontario', 'schools', 'person', 'COVID', 'cases']",ontario school close person learn indefinit covid  case soar ,False,[],[],[],1
420,"Waiting at covid test checkup,lunch time is from 1-2, and no one from team has even started the test. So careless b… https://t.co/83yDhUjnqu","Waiting at covid test checkup,lunch time is from 1-2, and no one from team has even started the test. So careless b… ",Waiting covid test checkup lunch time from from team even started test careless,"['Waiting', 'covid', 'test', 'checkup', 'lunch', 'time', 'from', 'from', 'team', 'even', 'started', 'test', 'careless']","['test', 'checkup', 'lunch', 'time', 'team', 'test', 'careless']",wait covid test checkup lunch time   one team even start test careless b… ,False,[],[],[],1
425,"New availability: Albertsons
Safeway 0008: 7375 Arapahoe Road, Centennial, CO 80112
Access here: https://t.co/GMFS4S8vpH
Apr 13, 02:36 AM","New availability: Albertsons
Safeway 0008: 7375 Arapahoe Road, Centennial, CO 80112
Access here: 
Apr 13, 02:36 AM",availability Albertsons Safeway Arapahoe Road Centennial Access here,"['availability', 'Albertsons', 'Safeway', 'Arapahoe', 'Road', 'Centennial', 'Access', 'here']","['availability', 'Albertsons', 'Safeway', 'Arapahoe', 'Road', 'Centennial', 'Access']",new avail albertson safeway   arapaho road centenni co  access apr   ,False,[],[],[],1
433,RT @khajuria_vipul: @Sonal_MK @Sonal_MK ...Mam please speak about 1.8 lac doctors who are doing duties day and night and forced to travel i…,RT @khajuria_vipul: @Sonal_MK @Sonal_MK ...Mam please speak about 1.8 lac doctors who are doing duties day and night and forced to travel i…,please speak about doctors doing duties night forced travel,"['please', 'speak', 'about', 'doctors', 'doing', 'duties', 'night', 'forced', 'travel']","['doctors', 'duties', 'night', 'travel']", mam pleas speak   lac doctor duti day night forc travel i…,True,['@khajuria_vipul'],"['@Sonal_MK', '@Sonal_MK']",[],1
460,"Households, businesses can apply for N50bn COVID-19 loans – CBN","Households, businesses can apply for N50bn COVID-19 loans – CBN",Households businesses apply COVID loans,"['Households', 'businesses', 'apply', 'COVID', 'loans']","['Households', 'businesses', 'COVID', 'loans']",household busi appli nbn covid  loan – cbn,False,[],[],[],1
