,Tweets,new,tidy_text,tok,nouns,clean_tweet,is_retweet,retweeted,mentioned,hashtags,cluster
556,"Thanks sir
#cancelcbseboardexam2021","Thanks sir
#cancelcbseboardexam2021",Thanks #cancelcbseboardexam,"['Thanks', '#', 'cancelcbseboardexam']","['Thanks', 'cancelcbseboardexam']",thank sir #cancelcbseboardexam,False,[],[],['#cancelcbseboardexam2021'],0
572,"RT @trolllikebroo: Delhi CM comes out in support of Students!

""If CBSE board exams are held in Delhi, 6 lakh students &amp; 1 lakh teachers wi…","RT @trolllikebroo: Delhi CM comes out in support of Students!

""If CBSE board exams are held in Delhi, 6 lakh students &amp; 1 lakh teachers wi…",Delhi comes support Students CBSE board exams held Delhi lakh students lakh teachers,"['Delhi', 'comes', 'support', 'Students', 'CBSE', 'board', 'exams', 'held', 'Delhi', 'lakh', 'students', 'lakh', 'teachers']","['Delhi', 'Students', 'CBSE', 'board', 'Delhi', 'students', 'teachers']", delhi cm come support student cbse board exam held delhi  lakh student amp  lakh teacher wi…,True,['@trolllikebroo'],[],[],0
591,COVID-19: Big announcement on Maharashtra lockdown likely in next few hours https://t.co/hPp3qtKsZb,COVID-19: Big announcement on Maharashtra lockdown likely in next few hours ,COVID announcement Maharashtra lockdown likely next hours,"['COVID', 'announcement', 'Maharashtra', 'lockdown', 'likely', 'next', 'hours']","['COVID', 'announcement', 'Maharashtra', 'hours']",covid  big announc maharashtra lockdown like next hour ,False,[],[],[],0
593,"RT @Vraj_patel21: Omg!! Second wave of COVID-19 has reached a peak and CBSE wants to conduct board exams.
lakhs of students wil be appearin…","RT @Vraj_patel21: Omg!! Second wave of COVID-19 has reached a peak and CBSE wants to conduct board exams.
lakhs of students wil be appearin…",Second wave COVID reached peak CBSE wants conduct board exams lakhs students appearin,"['Second', 'wave', 'COVID', 'reached', 'peak', 'CBSE', 'wants', 'conduct', 'board', 'exams', 'lakhs', 'students', 'appearin']","['wave', 'COVID', 'CBSE', 'board', 'students']", omg second wave covid  reach peak cbse want conduct board exam lakh student wil appearin…,True,['@Vraj_patel21'],[],[],0
603,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
607,RT @SonuSood: Thank u bhai for all the love.❤️,RT @SonuSood: Thank u bhai for all the love.❤️,Thank bhai love,"['Thank', 'bhai', 'love']","['Thank', 'bhai', 'love']", thank u bhai love ❤️,True,['@SonuSood'],[],[],0
615,"RT @Vraj_patel21: Omg!! Second wave of COVID-19 has reached a peak and CBSE wants to conduct board exams.
lakhs of students wil be appearin…","RT @Vraj_patel21: Omg!! Second wave of COVID-19 has reached a peak and CBSE wants to conduct board exams.
lakhs of students wil be appearin…",Second wave COVID reached peak CBSE wants conduct board exams lakhs students appearin,"['Second', 'wave', 'COVID', 'reached', 'peak', 'CBSE', 'wants', 'conduct', 'board', 'exams', 'lakhs', 'students', 'appearin']","['wave', 'COVID', 'CBSE', 'board', 'students']", omg second wave covid  reach peak cbse want conduct board exam lakh student wil appearin…,True,['@Vraj_patel21'],[],[],0
620,@MoHFW_INDIA This allocations explain itself. 40% of covid cases are in Maharashtra still given only 17.43L. Is it… https://t.co/61SVRmhV2p,@MoHFW_INDIA This allocations explain itself. 40% of covid cases are in Maharashtra still given only 17.43L. Is it… ,This allocations explain itself covid cases Maharashtra still given only,"['This', 'allocations', 'explain', 'itself', 'covid', 'cases', 'Maharashtra', 'still', 'given', 'only']","['cases', 'Maharashtra']", alloc explain  covid case maharashtra still given  l it… ,False,[],['@MoHFW_INDIA'],[],0
621,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
628,RT @JohnSchofYork: Our COVID waste (and how contemporary archaeology can help shape policy) paper is now Open Access in @AntiquityJ: https:…,RT @JohnSchofYork: Our COVID waste (and how contemporary archaeology can help shape policy) paper is now Open Access in @AntiquityJ: ,COVID waste contemporary archaeology help shape policy paper Open Access,"['COVID', 'waste', 'contemporary', 'archaeology', 'help', 'shape', 'policy', 'paper', 'Open', 'Access']","['COVID', 'waste', 'archaeology', 'help', 'shape', 'policy', 'paper', 'Open', 'Access']", covid wast contemporari archaeolog help shape polici paper open access ,True,['@JohnSchofYork'],['@AntiquityJ'],[],0
642,"RT @Sambannz: Over 120 land rights defenders, lawyers representing PAPs and PAPs' leaders have been arbitrarily arrested by security forces…","RT @Sambannz: Over 120 land rights defenders, lawyers representing PAPs and PAPs' leaders have been arbitrarily arrested by security forces…",Over land rights defenders lawyers representing PAPs PAPs leaders have been arbitrarily arrested security forces,"['Over', 'land', 'rights', 'defenders', 'lawyers', 'representing', 'PAPs', 'PAPs', 'leaders', 'have', 'been', 'arbitrarily', 'arrested', 'security', 'forces']","['land', 'rights', 'defenders', 'lawyers', 'PAPs', 'PAPs', 'leaders', 'security', 'forces']",  land right defend lawyer repres pap pap leader arbitrarili arrest secur forces…,True,['@Sambannz'],[],[],0
643,RT @pradeeeppoonia: Well done Delhi CM. He decision to cancel CBSE exams will help to control the speed of virus. Students health cannot be…,RT @pradeeeppoonia: Well done Delhi CM. He decision to cancel CBSE exams will help to control the speed of virus. Students health cannot be…,Well done Delhi decision cancel CBSE exams will help control speed virus Students health cannot,"['Well', 'done', 'Delhi', 'decision', 'cancel', 'CBSE', 'exams', 'will', 'help', 'control', 'speed', 'virus', 'Students', 'health', 'can', 'not']","['Delhi', 'decision', 'cancel', 'CBSE', 'exams', 'speed', 'Students', 'health']", well done delhi cm decis cancel cbse exam help control speed viru student health cannot be…,True,['@pradeeeppoonia'],[],[],0
644,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
654,"RT @dockaurG: Thank You to thousands who tuned into @OnCall4ON COD Covid-19 Summit!

Thank you to Profs @MartinKulldorff, @SunetraGupta &amp; B…","RT @dockaurG: Thank You to thousands who tuned into @OnCall4ON COD Covid-19 Summit!

Thank you to Profs @MartinKulldorff, @SunetraGupta &amp; B…",Thank thousands tuned into Covid Summit Thank Profs,"['Thank', 'thousands', 'tuned', 'into', 'Covid', 'Summit', 'Thank', 'Profs']","['Thank', 'thousands', 'Covid', 'Summit', 'Thank', 'Profs']", thank thousand tune cod covid  summit thank prof amp b…,True,['@dockaurG'],"['@OnCall4ON', '@MartinKulldorff', '@SunetraGupta']",[],0
657,RT @kuirab: Medical insurers in Kenya posted a record Sh1.3B in underwriting profits last year on slowed healthcare claims and reduced hosp…,RT @kuirab: Medical insurers in Kenya posted a record Sh1.3B in underwriting profits last year on slowed healthcare claims and reduced hosp…,Medical insurers Kenya posted record underwriting profits last year slowed healthcare claims reduced hosp,"['Medical', 'insurers', 'Kenya', 'posted', 'record', 'underwriting', 'profits', 'last', 'year', 'slowed', 'healthcare', 'claims', 'reduced', 'hosp']","['insurers', 'Kenya', 'record', 'underwriting', 'profits', 'year', 'healthcare', 'claims', 'hosp']", medic insur kenya post record sh b underwrit profit last year slow healthcar claim reduc hosp…,True,['@kuirab'],[],[],0
659,"RT @ndtv: “Out of the patients of Covid-19 in Delhi, 65% of them are those below the age of 45 years. I appeal to the youth of the country,…","RT @ndtv: “Out of the patients of Covid-19 in Delhi, 65% of them are those below the age of 45 years. I appeal to the youth of the country,…",patients Covid Delhi them those below years appeal youth country,"['patients', 'Covid', 'Delhi', 'them', 'those', 'below', 'years', 'appeal', 'youth', 'country']","['patients', 'Covid', 'Delhi', 'years', 'country']", “out patient covid  delhi  age  year appeal youth countri …,True,['@ndtv'],[],[],0
670,@surreykiwi @JamesMelville The over 60’s aren’t in the vunerable bracket for covid anyway,@surreykiwi @JamesMelville The over 60’s aren’t in the vunerable bracket for covid anyway,over aren vunerable bracket covid anyway,"['over', 'aren', 'vunerable', 'bracket', 'covid', 'anyway']","['aren', 'bracket', 'covid']", ’s aren’t vuner bracket covid anyway,False,[],"['@surreykiwi', '@JamesMelville']",[],0
688,"RT @AneeshaBedi: JUST IN: Another 13,500 Covid-19 cases have emerged in the past 24 hours in Delhi: CM Arvind Kejriwal. @ThePrintIndia","RT @AneeshaBedi: JUST IN: Another 13,500 Covid-19 cases have emerged in the past 24 hours in Delhi: CM Arvind Kejriwal. @ThePrintIndia",JUST Another Covid cases have emerged past hours Delhi Arvind Kejriwal,"['JUST', 'Another', 'Covid', 'cases', 'have', 'emerged', 'past', 'hours', 'Delhi', 'Arvind', 'Kejriwal']","['Covid', 'cases', 'hours', 'Delhi', 'Arvind', 'Kejriwal']", anoth   covid  case emerg past  hour delhi cm arvind kejriw ,True,['@AneeshaBedi'],['@ThePrintIndia'],[],0
690,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
705,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
706,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
711,"RT @mallicajoshi: Cancel board exams, Delhi CM @ArvindKejriwal appeals to #CBSE, as #Covid cases touch 13,500 in Delhi. 
https://t.co/Ckw25…","RT @mallicajoshi: Cancel board exams, Delhi CM @ArvindKejriwal appeals to #CBSE, as #Covid cases touch 13,500 in Delhi. 
",Cancel board exams Delhi appeals #CBSE #Covid cases touch Delhi,"['Cancel', 'board', 'exams', 'Delhi', 'appeals', '#', 'CBSE', '#', 'Covid', 'cases', 'touch', 'Delhi']","['Cancel', 'board', 'Delhi', 'appeals', 'CBSE', 'Covid', 'cases', 'Delhi']", cancel board exam delhi cm appeal #cbse #covid case touch   delhi ,True,['@mallicajoshi'],['@ArvindKejriwal'],"['#CBSE', '#Covid']",0
714,"RT @RohanV: ""Over 48 hours, The Indian Express walked through an area of over 10 km — from the railway station in Haridwar, the iconic Har…","RT @RohanV: ""Over 48 hours, The Indian Express walked through an area of over 10 km — from the railway station in Haridwar, the iconic Har…",Over hours Indian Express walked through area over from railway station Haridwar iconic,"['Over', 'hours', 'Indian', 'Express', 'walked', 'through', 'area', 'over', 'from', 'railway', 'station', 'Haridwar', 'iconic']","['hours', 'Indian', 'Express', 'area', 'railway', 'station', 'Haridwar', 'iconic']",  hour indian express walk area  km — railway station haridwar icon har…,True,['@RohanV'],[],[],0
721,"RT @republic: Delhi CM asks Centre to cancel CBSE exams, says '65% COVID patients under 45 years' https://t.co/DG7wSLMBth","RT @republic: Delhi CM asks Centre to cancel CBSE exams, says '65% COVID patients under 45 years' ",Delhi asks Centre cancel CBSE exams says COVID patients under years,"['Delhi', 'asks', 'Centre', 'cancel', 'CBSE', 'exams', 'says', 'COVID', 'patients', 'under', 'years']","['Delhi', 'Centre', 'cancel', 'CBSE', 'exams', 'COVID', 'patients', 'years']", delhi cm ask centr cancel cbse exam say  covid patient  year ,True,['@republic'],[],[],0
722,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
732,"RT @scroll_in: Activist and actor Vira Sathidar, best known for featuring in the National Award-winning film Court, died on Tuesday due to…","RT @scroll_in: Activist and actor Vira Sathidar, best known for featuring in the National Award-winning film Court, died on Tuesday due to…",Activist actor Vira Sathidar best known featuring National Award winning film Court died Tuesday,"['Activist', 'actor', 'Vira', 'Sathidar', 'best', 'known', 'featuring', 'National', 'Award', 'winning', 'film', 'Court', 'died', 'Tuesday']","['Activist', 'actor', 'Vira', 'Sathidar', 'National', 'Award', 'film', 'Court', 'Tuesday']", activist actor vira sathidar best known featur nation award win film court die tuesday due to…,True,['@scroll_in'],[],[],0
746,@EduMinOfIndia @narendramodi @DrRPNishank @DDNewslive @mygovindia @MIB_India @COVIDNewsByMIB @PIB_India @PMOIndia… https://t.co/q5WdciGt9F,@EduMinOfIndia @narendramodi @DrRPNishank @DDNewslive @mygovindia @MIB_India @COVIDNewsByMIB @PIB_India @PMOIndia… ,,[],[], … ,False,[],"['@EduMinOfIndia', '@narendramodi', '@DrRPNishank', '@DDNewslive', '@mygovindia', '@MIB_India', '@COVIDNewsByMIB', '@PIB_India', '@PMOIndia']",[],0
750,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
759,"Thank you sir 🙏🏻
#internalassesment
#cancelboardexam2021
@DrRPNishank @PMOIndia","Thank you sir 🙏🏻
#internalassesment
#cancelboardexam2021
@DrRPNishank @PMOIndia",Thank #internalassesment #cancelboardexam,"['Thank', '#', 'internalassesment', '#', 'cancelboardexam']","['Thank', 'cancelboardexam']",thank sir 🙏🏻 #internalassesment #cancelboardexam ,False,[],"['@DrRPNishank', '@PMOIndia']","['#internalassesment', '#cancelboardexam2021']",0
762,"RT @republic: Delhi CM asks Centre to cancel CBSE exams, says '65% COVID patients under 45 years' https://t.co/DG7wSLMBth","RT @republic: Delhi CM asks Centre to cancel CBSE exams, says '65% COVID patients under 45 years' ",Delhi asks Centre cancel CBSE exams says COVID patients under years,"['Delhi', 'asks', 'Centre', 'cancel', 'CBSE', 'exams', 'says', 'COVID', 'patients', 'under', 'years']","['Delhi', 'Centre', 'cancel', 'CBSE', 'exams', 'COVID', 'patients', 'years']", delhi cm ask centr cancel cbse exam say  covid patient  year ,True,['@republic'],[],[],0
779,RT @PleaseDoTheMath: @jengleruk @Francis_Hoar @JuliaHB1 @JamesMelville @ProfKarolSikora @campbellclaret @SteveBakerHW @RishiSunak I fear it…,RT @PleaseDoTheMath: @jengleruk @Francis_Hoar @JuliaHB1 @JamesMelville @ProfKarolSikora @campbellclaret @SteveBakerHW @RishiSunak I fear it…,fear,['fear'],['fear'], fear it…,True,['@PleaseDoTheMath'],"['@jengleruk', '@Francis_Hoar', '@JuliaHB1', '@JamesMelville', '@ProfKarolSikora', '@campbellclaret', '@SteveBakerHW', '@RishiSunak']",[],0
788,@pennyarnie @irnbrudreaming @SkyNews Worked in the Thistle Centre for 25 years at Phones4u and Carphone until last… https://t.co/DHFs05TsZr,@pennyarnie @irnbrudreaming @SkyNews Worked in the Thistle Centre for 25 years at Phones4u and Carphone until last… ,Worked Thistle Centre years Phones Carphone until last,"['Worked', 'Thistle', 'Centre', 'years', 'Phones', 'Carphone', 'until', 'last']","['Thistle', 'Centre', 'years', 'Phones', 'Carphone']", work thistl centr  year phonesu carphon last… ,False,[],"['@pennyarnie', '@irnbrudreaming', '@SkyNews']",[],0
835,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
846,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,RT @nidhiindiatv: Delhi CM @ArvindKejriwal requests Centre Govt to #cancelcbseboardexams2021 amid fears of exam centres becoming Covid hots…,Delhi requests Centre Govt #cancelcbseboardexams amid fears exam centres becoming Covid hots,"['Delhi', 'requests', 'Centre', 'Govt', '#', 'cancelcbseboardexams', 'amid', 'fears', 'exam', 'centres', 'becoming', 'Covid', 'hots']","['Delhi', 'requests', 'Centre', 'Govt', 'cancelcbseboardexams', 'fears', 'centres', 'Covid', 'hots']", delhi cm request centr govt #cancelcbseboardexams amid fear exam centr becom covid hots…,True,['@nidhiindiatv'],['@ArvindKejriwal'],['#cancelcbseboardexams2021'],0
848,"RT @htTweets: ""I request Centre to cancel CBSE exams"", says Delhi CM @ArvindKejriwal 

https://t.co/O1JYlJlWOn https://t.co/ZRkMhPzKf5","RT @htTweets: ""I request Centre to cancel CBSE exams"", says Delhi CM @ArvindKejriwal 

 ",request Centre cancel CBSE exams says Delhi,"['request', 'Centre', 'cancel', 'CBSE', 'exams', 'says', 'Delhi']","['request', 'Centre', 'cancel', 'CBSE', 'exams', 'Delhi']", request centr cancel cbse exam say delhi cm ,True,['@htTweets'],['@ArvindKejriwal'],[],0
854,"The Hon'ble Opposition Leader @chennithala Please look at this online petition which is signed by more than 11,000… https://t.co/0Rafo8rIHU","The Hon'ble Opposition Leader @chennithala Please look at this online petition which is signed by more than 11,000… ",Opposition Leader Please look this online petition which signed more than,"['Opposition', 'Leader', 'Please', 'look', 'this', 'online', 'petition', 'which', 'signed', 'more', 'than']","['Opposition', 'Leader', 'Please', 'online', 'petition']",hon ble opposit leader pleas look onlin petit sign  … ,False,[],['@chennithala'],[],0
858,"Everyone knows that covid cases are rising enormously. But what hell our govt. is doing about that, we aren't even… https://t.co/8L94AUkHqG","Everyone knows that covid cases are rising enormously. But what hell our govt. is doing about that, we aren't even… ",Everyone knows that covid cases rising enormously what hell govt doing about that aren even,"['Everyone', 'knows', 'that', 'covid', 'cases', 'rising', 'enormously', 'what', 'hell', 'govt', 'doing', 'about', 'that', 'aren', 'even']","['Everyone', 'covid', 'cases', 'hell', 'govt', 'aren']",everyon know covid case rise enorm hell govt even… ,False,[],[],[],0
868,"RT @sarang_nambu: Delhi CM Arvind Kejriwal: ""Delhi government appeals to CBSE to cancel board exams. Any online method or internal assessme…","RT @sarang_nambu: Delhi CM Arvind Kejriwal: ""Delhi government appeals to CBSE to cancel board exams. Any online method or internal assessme…",Delhi Arvind Kejriwal Delhi government appeals CBSE cancel board exams online method internal assessme,"['Delhi', 'Arvind', 'Kejriwal', 'Delhi', 'government', 'appeals', 'CBSE', 'cancel', 'board', 'exams', 'online', 'method', 'internal', 'assessme']","['Delhi', 'Arvind', 'Kejriwal', 'Delhi', 'government', 'appeals', 'CBSE', 'board', 'assessme']", delhi cm arvind kejriw delhi govern appeal cbse cancel board exam onlin method intern assessme…,True,['@sarang_nambu'],[],[],0
890,"Thank you beautiful

Links/tags

Follow MY version of the pandemic, see how far we’ll go in #UnprecedentedTimes:… https://t.co/ECL7YL6MUQ","Thank you beautiful

Links/tags

Follow MY version of the pandemic, see how far we’ll go in #UnprecedentedTimes:… ",Thank beautiful Links tags Follow version pandemic #UnprecedentedTimes,"['Thank', 'beautiful', 'Links', 'tags', 'Follow', 'version', 'pandemic', '#', 'UnprecedentedTimes']","['Thank', 'Links', 'tags', 'Follow', 'version', 'pandemic', 'UnprecedentedTimes']",thank beauti link tag follow version pandem see far we’ll go #unprecedentedtimes … ,False,[],[],['#UnprecedentedTimes'],0
903,"RT @AnmolKa17138645: #cancelboardexam2021 
As we see the covid cases are rising here in India and cbse is focusing more on boards and not o…","RT @AnmolKa17138645: #cancelboardexam2021 
As we see the covid cases are rising here in India and cbse is focusing more on boards and not o…",#cancelboardexam covid cases rising here India cbse focusing more boards,"['#', 'cancelboardexam', 'covid', 'cases', 'rising', 'here', 'India', 'cbse', 'focusing', 'more', 'boards']","['cancelboardexam', 'covid', 'cases', 'India', 'cbse', 'boards']", #cancelboardexam see covid case rise india cbse focus board o…,True,['@AnmolKa17138645'],[],['#cancelboardexam2021'],0
907,"RT @HRDMinistry: Maharashtra board exams are officially postponed .
#cancelboardexams 
#cancelboardexam2021","RT @HRDMinistry: Maharashtra board exams are officially postponed .
#cancelboardexams 
#cancelboardexam2021",Maharashtra board exams officially postponed #cancelboardexams #cancelboardexam,"['Maharashtra', 'board', 'exams', 'officially', 'postponed', '#', 'cancelboardexams', '#', 'cancelboardexam']","['Maharashtra', 'board', 'cancelboardexams', 'cancelboardexam']", maharashtra board exam offici postpon #cancelboardexams #cancelboardexam,True,['@HRDMinistry'],[],"['#cancelboardexams', '#cancelboardexam2021']",0
911,RT @kuirab: Medical insurers in Kenya posted a record Sh1.3B in underwriting profits last year on slowed healthcare claims and reduced hosp…,RT @kuirab: Medical insurers in Kenya posted a record Sh1.3B in underwriting profits last year on slowed healthcare claims and reduced hosp…,Medical insurers Kenya posted record underwriting profits last year slowed healthcare claims reduced hosp,"['Medical', 'insurers', 'Kenya', 'posted', 'record', 'underwriting', 'profits', 'last', 'year', 'slowed', 'healthcare', 'claims', 'reduced', 'hosp']","['insurers', 'Kenya', 'record', 'underwriting', 'profits', 'year', 'healthcare', 'claims', 'hosp']", medic insur kenya post record sh b underwrit profit last year slow healthcar claim reduc hosp…,True,['@kuirab'],[],[],0
930,RT @VidyaD16: Delhi CM true words school can be turned into covid hotspots #cancelboardexam2021,RT @VidyaD16: Delhi CM true words school can be turned into covid hotspots #cancelboardexam2021,Delhi true words school turned into covid hotspots #cancelboardexam,"['Delhi', 'true', 'words', 'school', 'turned', 'into', 'covid', 'hotspots', '#', 'cancelboardexam']","['Delhi', 'words', 'school', 'hotspots', 'cancelboardexam']", delhi cm true word school turn covid hotspot #cancelboardexam,True,['@VidyaD16'],[],['#cancelboardexam2021'],0
947,"RT @17sjunwonu: PLEASE HELP
My dad's been diagnosed positive for COVID-19 and I really need all the help I can get. I'm still a minor and I…","RT @17sjunwonu: PLEASE HELP
My dad's been diagnosed positive for COVID-19 and I really need all the help I can get. I'm still a minor and I…",PLEASE HELP been diagnosed positive COVID really need help still minor,"['PLEASE', 'HELP', 'been', 'diagnosed', 'positive', 'COVID', 'really', 'need', 'help', 'still', 'minor']","['PLEASE', 'HELP', 'COVID', 'help']",rt sjunwonu pleas help dad diagnos posit covid  realli need help get still minor i…,True,[],[],[],0
957,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,RT @dinesh_sir: Thanks for taking decisions for safety of students. But please try to clear picture of future exam patterns asap. So that s…,Thanks taking decisions safety students please clear picture future exam patterns asap that,"['Thanks', 'taking', 'decisions', 'safety', 'students', 'please', 'clear', 'picture', 'future', 'exam', 'patterns', 'asap', 'that']","['Thanks', 'decisions', 'safety', 'students', 'picture', 'exam', 'patterns']", thank take decis safeti student pleas tri clear pictur futur exam pattern asap s…,True,['@dinesh_sir'],[],[],0
975,"RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…","RT @nidhiindiatv: Actor @SonuSood yet again backs students’ demands to #cancelboardexams2021

“Don't let the exam centres become COVID hots…",Actor again backs students demands #cancelboardexams exam centres become COVID hots,"['Actor', 'again', 'backs', 'students', 'demands', '#', 'cancelboardexams', 'exam', 'centres', 'become', 'COVID', 'hots']","['Actor', 'students', 'demands', 'cancelboardexams', 'COVID', 'hots']", actor yet back students’ demand #cancelboardexams “don let exam centr becom covid hots…,True,['@nidhiindiatv'],['@SonuSood'],['#cancelboardexams2021'],0
